DURAK_ADI,display_name
Başakşehir ÇSŞH (2 Araç),"Başakşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
Halkalı Merkez Mahmutbey Caddesi 2.Okul Sk. (Mehmet Akif Cami Önü-1Araç),"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
Gölevler G-748.Sokak (2 Araç),"Yeşilkent Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
Küçükköy Cd.-Sipahiler Cd. Kesişimi (1 araç),"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Yavuz Selim Cd. Depolama Alanı (Yeniköy Konakları önü),"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
"42 Evler (Fetih Caddesi, No:99 Karşısı)","Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
KOCASİNAN,
Marmara Forum AVM Yanı,"Osmaniye Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34146, Türkiye"
Akkız Sokak (2 araç),"Ziya Gökalp Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
Aydınevler Sanayi Cad. (3 Araç),"Aydınevler Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, 34854, Türkiye"
202 Sk.( Kocasinan Bağcılar Yolu Cad. İle 202. Sk. Kesişimi),
Mahmutbey (Peyami Safa Cad. ile 2510. Sk. Kesişimi ),"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
"Ziya Gökalp,İkitelli OSB Mevki (2717.Sk) (2 araç)","Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEREAĞZI MAHALLESİ,"Dereağzı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
FERİT SELİM CADDESİ,"Soğanlı Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34183, Türkiye"
BAYRAMTEPE ÜSTGEÇİT,"Altınşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
FERHATPAŞA,"Yavuz Selim Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
MÜH.ŞEVKET SOK,"Büyükdere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BARBAROS OKUL,"Büyükdere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MEVLANA CAMİ,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MESCİD SOKAK,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34920, Türkiye"
ORTAÇEŞME,"Ortaçeşme Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
ÇİFTE ÇINARLAR,"Ortaçeşme Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
CEVİZLİ BAHÇE,"Ortaçeşme Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
YENİ MAHALLE,"Akbaba Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İSMAİL ÖZSEÇKİN İÖO.,"Akbaba Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AKBABA,"Akbaba Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇEŞME,"Burhaniye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
SAĞLIK OCAĞI,"Burhaniye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
DEREİÇİ,"Küplüce Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
FERAH CADDESİ,"Kısıklı Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34762, Türkiye"
F.MAH.YENİ CAMİ,"Ferah Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34692, Türkiye"
KARACAOĞLAN SOKAK,"Şalgamlı Devlet Ormanı, Sultanbeyli, İstanbul, Marmara Bölgesi, 34925, Türkiye"
YEDPA BULVARI,"Mimar Sinan Mahallesi, İstanbul, Türkiye"
KOÇ LİSESİ,"Tepeören Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇAMLIK,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇAMLIK,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇAMLIK,"Uğur Mumcu Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34882, Türkiye"
ÇAMLIK,"Aydos Ormanı, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
ÇAMLIK,"Uğur Mumcu Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34882, Türkiye"
KÜÇÜK KORU CAMİİ,"Merkez Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
YEŞİLTEPE,"Merkez Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
KÜLTÜR SOKAK,"Merkez Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
KÜLTÜR SOKAK,"Mimar Sinan Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, 34782, Türkiye"
ÇANKAYA SOKAK,"Küplüce Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
SAMANDIRA KÜLTÜR MER,"Eyüp Sultan Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye"
SEMERKAND,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34887, Türkiye"
RÜMEYSA SOKAK,"Mehmet Akif Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÜMRANİYE SGK.,"Mehmet Akif Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
UBEYLİ KÖYÜ,"Göksu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DAVUTLU MAH.,"Gökmaşlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÖKMASLI KÖYÜ SAP.,"Gökmaşlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KOLTU KÖYÜ SAP.,"Göçe Mahallesi, İstanbul, Marmara Bölgesi, 34990, Türkiye"
YENİ CAMİİ,"Ağva Merkez Mahallesi, İstanbul, Marmara Bölgesi, 34990, Türkiye"
BAĞKUR EVLERİ,"Ünalan Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34700, Türkiye"
BAĞKUR EVLERİ,"Fetih Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, Türkiye"
MİMAR SİNAN,"Örnek Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34704, Türkiye"
ÖRNEK MAHALLESİ,"Örnek Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34704, Türkiye"
ÖRNEK MAHALLESİ,"Örnek Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34704, Türkiye"
FAHRETTİN ALTAY PAŞA,"Örnek Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34704, Türkiye"
HIZIR REİS,"Esatpaşa Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, Türkiye"
ESATPAŞA MAH.,"Esatpaşa Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, Türkiye"
YUNUS EMRE CAMİİ,"Esatpaşa Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, Türkiye"
ZİYA PAŞA CD.,"Esatpaşa Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, Türkiye"
GÜLDİBİ,"Esatpaşa Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, Türkiye"
YAMANEVLER,"Yamanevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
YAMANEVLER,"Yamanevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
İNKİLAP M.MUHTARLIĞI,"İnkılap Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
BERAAT CAMİİ,"Elmalıkent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
MUHTARLIK,"Kazım Karabekir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
MUHTARLIK,"Kazım Karabekir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Finanskent,"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
Mevlevihane Cad.,"Merkezefendi Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
Bölge İdari Mahkemesi,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
EVORA2,"Aydıntepe Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, Türkiye"
EVORA3,"Aydıntepe Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, Türkiye"
EVORA 1,"Aydıntepe Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, Türkiye"
100.YIL CAD.,"Aydıntepe Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, Türkiye"
CARFOURRE,"Ahmet Yesevi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34903, Türkiye"
EMLAK KONUT,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
ÇAMLIBELDE CAD.,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
GİZLİ BAHÇE,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
EVORA4,"Aydıntepe Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, Türkiye"
REAL,"Mevlana Mahallesi, İstanbul, Marmara Bölgesi, 34515, Türkiye"
38.SOKAK,"Güzelyurt Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MURATÇEŞME,"Güzelce Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
MAREŞAL FEVZİ ÇAKMAK,"Yalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MAREŞAL FEVZİ ÇAKMAK,"Yalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
PİRİ REİS CAD.,"Yalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
PİRİREİS CAD.,"Yalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BEZMİALEM VAKIF ÜNİ. ARKASI,"Yalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Ataköy,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
Tavukçuyolu Cad.,"Yukarı Dudullu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34775, Türkiye"
Baraj Yolu Cad.,"Yenişehir Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34779, Türkiye"
Depoyolu Sk.,"Fatih Sultan Mehmet Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Hisar Cad.,"Dumlupınar Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Şenol Güneş Bulvarı,"Çamlık Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34774, Türkiye"
Namık Kemal Cad.,"Sarıgazi Mahallesi, İstanbul, Marmara Bölgesi, 34785, Türkiye"
Necip Fazıl Bulvarı,"Yukarı Dudullu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34775, Türkiye"
PTT LOJMANLARI,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
Doğanbey Cad.,"Güngören Merkez Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34164, Türkiye"
Mebus Sk.,"Mevlana Mahallesi, İstanbul, Marmara Bölgesi, 34791, Türkiye"
Şile Cad.,"Meclis Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye"
Şile Yolu Cad.,"Madenler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Veysel Karani Cad.,"Mevlana Mahallesi, İstanbul, Marmara Bölgesi, 34791, Türkiye"
Aşık Şenlik Cad.,"Huzur Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Cami Cad.,"Aşağı Dudullu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34773, Türkiye"
Dedeoğlu Cad.,"Çiğdem Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
Barbaros Cad.,"Çubuklu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
Beykoz Elmalı Yolu,"Merkez Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34820, Türkiye"
D-100 Karayolu,"Tuzla Askeri Bölge, İstanbul, Marmara Bölgesi, Türkiye"
D 100,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
561. Sk.,"Akevler Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SAZLI BOSNA GİRİŞİ,"Sazlıbosna Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SANCAKTEPE,"Mareşal Fevzi Çakmak Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SANCAKTEPE,"Mareşal Fevzi Çakmak Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TERKOS YOLU,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GERME,"Baklalı Mahallesi, İstanbul, Marmara Bölgesi, 34277, Türkiye"
HARMANLAR,"Şenlik Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34153, Türkiye"
BEŞYOL,"Beşyol Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
NADİDE SOKAK,"Abdurrahman Nafiz Gürman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye"
Y.BOSNAMETRO (Ö.H.O),"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
ÇİÇEKLİ VADİ,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
ÇİÇEKLİ VADİ,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
ALARKO BLOKLARI,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
SAKARYA CADDESİ,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
ESKİYOL,"Cumhuriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
TÜYAP,"Cumhuriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
İSTOÇ 14-27. ADA,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
İSTOÇ 11-24. ADA,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
ATATÜRK BULVARI,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
ATATÜRK BULVARI,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
SARAÇLAR SİTESİ,"Ziya Gökalp Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
SARAÇLAR SİTESİ,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YENİDOĞAN CAMİ,"İstasyon Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
GÖLYAKA,"Bahçeşehir 1. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
TEPECİK,"Ulus Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
19 MAYIS MAHALLESİ,"19 Mayıs Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
İHLAS KOLEJİ,"Çobançeşme Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34196, Türkiye"
FİLİZ SOKAK,"Mevlana Mahallesi, İstanbul, Marmara Bölgesi, 34791, Türkiye"
BAŞIBÜYÜK CADDESİ,"Başıbüyük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HADIMKÖY YOLU,"Gökevler Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, Türkiye"
SAĞLIK SİTESİ,"Marmara Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
SAĞLIK SİTESİ,"Marmara Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
ERZURUM KONGRE CAD.,"Örnek Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KARABAYIR,"Tuna Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
KARABAYIR,"Birlik Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
ÇAMLIK,"Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
ÇAMLIK,"Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
TEKSTİLKENT,"Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
İKİZ KULELER,"Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
İKİZ KULELER,"Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
G.NAKİPOĞLU İÖO,"Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
POYRAZ SOKAK,"Abdurrahman Nafiz Gürman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye"
HALKKENT SİTESİ,"Gökevler Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, Türkiye"
YÜZYIL,"100. Yıl Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
ALTINYILDIZ İÖO.,"Yenibosna Merkez Mahallesi, İstanbul, Marmara Bölgesi, 34197, Türkiye"
POYRAZ SAPAĞI,"Dereseki Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DERESEKİ,"Dereseki Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DERESEKİ,"Dereseki Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KAYNARCA YOLU,"Dereseki Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEREBOYU,"Dereseki Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ALİBAHADIR,"Alibahadır Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FUNDALIK,"Alibahadır Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MODÜL SİTESİ,"Hürriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
BÖLGE TRAFİK,"Orta Mahalle, Kartal, İstanbul, Marmara Bölgesi, 34880, Türkiye"
TERCAN SOKAK,"Cumhuriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
TAŞOCAĞI,"Çavuşoğlu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TAŞOCAĞI,"Çavuşoğlu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SANAYİİ,"Çavuşoğlu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
M.USLU CAMİİ,"Mevlana Mahallesi, İstanbul, Türkiye"
HAKİŞ SİTESİ,"Yenişehir Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GONCA SOKAK,"Yenişehir Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GONCA SOKAK,"Yenişehir Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TOKİ AYAZMA İHOO,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KANARYA İSTASYONU,"Kanarya Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HZ. ALİ CAMİİ,"Oruçreis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34235, Türkiye"
ESENLER CADDESİ,"Bağcılar Merkez Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
ESENLER CADDESİ,"Çınar Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
BAYRAMTEPE YOLU,"Altınşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
REŞİTPAŞA CADDESİ,"Atakent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ŞEHİTLİK CAMİİ,"Haraççı Mahallesi, İstanbul, Marmara Bölgesi, 34281, Türkiye"
İSTOÇ 22-35 ADA,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
PAZAR YOLU,"Fatih Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
AÇELYA CADDESİ,"Osmangazi Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, Türkiye"
TAŞOLUK BELEDİYESİ,"Mehmet Akif Ersoy Mahallesi, İstanbul, Marmara Bölgesi, 34283, Türkiye"
BAĞCILAR METRO,"Sancaktepe Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
BARBOROS H.P.CAD.,"Yayalar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34909, Türkiye"
N.F.KISAKÜREK,"Taşoluk Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ORHAN SEYFİ ORHONİÖO,"Kirazlıtepe Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
BÜYÜKÇEKMECE,"19 Mayıs Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
BÜYÜKÇEKMECE-1,"Dizdariye Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
MİMAR SİNAN,"Mimar Sinan Merkez Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
MİMAR SİNAN,"Mimar Sinan Merkez Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
TABYA 2,"Fatih Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
ÜMRANİYE CEZAEVİ,"Baklacı Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
Ş.ÖĞR.Y.TEKİN İÖOKL.,"Saray Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34768, Türkiye"
Ş.ÖĞR.Y.TEKİN İÖOKL.,"İnkılap Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
HAMİDİYE,"Hamidiye Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
ŞAHİNBEY,"Mehmet Akif Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
ŞAHİNBEY,"Hamidiye Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
ATATÜRK CAD.,"Hamidiye Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
ÖĞRETMENLER SİTESİ,"Hamidiye Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
ÖĞRETMENLER SİTESİ,"Hamidiye Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
ERCAN SK.,"İnkılap Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
AKDAĞ CADDESİ,"Mehmet Akif Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
FATİH MAH.MUH.,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MİLLET BAHÇESİ,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
MİLLET BAHÇESİ,"Burhaniye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
SARIKAYA,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
SARIKAYA,"Burhaniye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
KISIKLI,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
ÇAMLICA İÖOKULU,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
BULGURLU,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
ALVARLIZADE CAMİİ,"Bulgurlu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34696, Türkiye"
KAVAKBAYIRI,"Kısıklı Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34762, Türkiye"
KAVAKBAYIRI,"Kısıklı Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34762, Türkiye"
KAVAKBAYIRI 15ÇK,"Kısıklı Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34762, Türkiye"
NAMAZGAH,"Kısıklı Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34762, Türkiye"
SANTRAL,"Tantavi Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ÜMRANİYE KAYMAKAMLIK,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye"
ÜMRANİYE KAYMAKAMLIK,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye"
HANDAN SOKAK,"Başıbüyük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KAMPÜS GİRİŞİ,"Başıbüyük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
CENGİZ TOPEL,"Esenevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
TALATPAŞA CD.,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
M.AKİF ERSOY KÜL.MRK,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
YENİYOL,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
YAŞAR DOĞU,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
MUSTAFA KEMAL MH.,"Yenişehir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
MUSTAFA KEMAL CD.,"Mustafa Kemal Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34707, Türkiye"
KARAKOL,"Mustafa Kemal Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34707, Türkiye"
M.KEMAL ANADOLU LİSE,"Mustafa Kemal Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34707, Türkiye"
ÇEŞME,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
MİRAÇ CAMİİ,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
KİRAZLITEPE SAPAĞI,"Küplüce Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
KİRAZLITEPE SAPAĞI,"Kirazlıtepe Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
SAĞLIK SOKAK,"Ferah Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34692, Türkiye"
SAĞLIK SOKAK,"Mehmet Akif Ersoy Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34682, Türkiye"
